t[s],theta[rad],v[rad/s],a[rad/s^2],v0
4.589,-2.708301,1.2861,4.118835,6.25
4.59,-2.70701,1.2902,4.130319,6.25
4.591,-2.705716,1.2944,4.141833,6.25
4.592,-2.704418,1.2985,4.153377,6.25
4.593,-2.703115,1.3026,4.164951,6.25
4.594,-2.701808,1.3068,4.176554,6.25
4.595,-2.700497,1.311,4.188187,6.25
4.596,-2.699182,1.3152,4.199851,6.25
4.597,-2.697863,1.3194,4.211544,6.25
4.598,-2.696539,1.3236,4.223267,6.25
4.599,-2.695211,1.3278,4.235021,6.25
4.6,-2.693879,1.332,4.246804,6.25
4.601,-2.692543,1.3363,4.258617,6.25
4.602,-2.691202,1.3406,4.27046,6.25
4.603,-2.689857,1.3448,4.282333,6.25
4.604,-2.688508,1.3491,4.294237,6.25
4.605,-2.687155,1.3534,4.30617,6.25
4.606,-2.685797,1.3577,4.318133,6.25
4.607,-2.684435,1.362,4.330127,6.25
4.608,-2.683069,1.3664,4.34215,6.25
4.609,-2.681698,1.3707,4.354204,6.25
4.61,-2.680323,1.375,4.366287,6.25
4.611,-2.678944,1.3794,4.378401,6.25
4.612,-2.67756,1.3838,4.390545,6.25
4.613,-2.676172,1.3882,4.402718,6.25
4.614,-2.674779,1.3926,4.414922,6.25
4.615,-2.673382,1.397,4.427156,6.25
4.616,-2.671981,1.4014,4.43942,6.25
4.617,-2.670575,1.4059,4.451715,6.25
4.618,-2.669164,1.4103,4.464039,6.25
4.619,-2.66775,1.4148,4.476393,6.25
4.62,-2.66633,1.4193,4.488778,6.25
4.621,-2.664907,1.4238,4.501192,6.25
4.622,-2.663478,1.4283,4.513637,6.25
4.623,-2.662046,1.4328,4.526111,6.25
4.624,-2.660608,1.4373,4.538616,6.25
4.625,-2.659167,1.4418,4.551151,6.25
4.626,-2.65772,1.4464,4.563716,6.25
4.627,-2.656269,1.4509,4.576311,6.25
4.628,-2.654814,1.4555,4.588936,6.25
4.629,-2.653354,1.4601,4.601591,6.25
4.63,-2.651889,1.4647,4.614276,6.25
4.631,-2.65042,1.4693,4.626991,6.25
4.632,-2.648946,1.474,4.639736,6.25
4.633,-2.647467,1.4786,4.652511,6.25
4.634,-2.645984,1.4832,4.665316,6.25
4.635,-2.644496,1.4879,4.678151,6.25
4.636,-2.643003,1.4926,4.691016,6.25
4.637,-2.641506,1.4973,4.703911,6.25
4.638,-2.640004,1.502,4.716835,6.25
4.639,-2.638497,1.5067,4.72979,6.25
4.64,-2.636986,1.5114,4.742775,6.25
4.641,-2.63547,1.5162,4.755789,6.25
4.642,-2.633949,1.5209,4.768833,6.25
4.643,-2.632423,1.5257,4.781907,6.25
4.644,-2.630893,1.5305,4.795011,6.25
4.645,-2.629357,1.5353,4.808145,6.25
4.646,-2.627817,1.5401,4.821308,6.25
4.647,-2.626272,1.5449,4.834501,6.25
4.648,-2.624723,1.5497,4.847724,6.25
4.649,-2.623168,1.5546,4.860977,6.25
4.65,-2.621609,1.5594,4.874259,6.25
4.651,-2.620044,1.5643,4.88757,6.25
4.652,-2.618475,1.5692,4.900912,6.25
4.653,-2.616901,1.5741,4.914282,6.25
4.654,-2.615322,1.579,4.927683,6.25
4.655,-2.613738,1.584,4.941113,6.25
4.656,-2.612149,1.5889,4.954572,6.25
4.657,-2.610555,1.5938,4.96806,6.25
4.658,-2.608956,1.5988,4.981578,6.25
4.659,-2.607353,1.6038,4.995126,6.25
4.66,-2.605744,1.6088,5.008702,6.25
4.661,-2.60413,1.6138,5.022308,6.25
4.662,-2.602511,1.6188,5.035943,6.25
4.663,-2.600887,1.6239,5.049607,6.25
4.664,-2.599258,1.6289,5.063301,6.25
4.665,-2.597624,1.634,5.077023,6.25
4.666,-2.595985,1.639,5.090775,6.25
4.667,-2.594341,1.6441,5.104555,6.25
4.668,-2.592692,1.6492,5.118364,6.25
4.669,-2.591038,1.6544,5.132203,6.25
4.67,-2.589378,1.6595,5.14607,6.25
4.671,-2.587714,1.6646,5.159965,6.25
4.672,-2.586044,1.6698,5.17389,6.25
4.673,-2.584369,1.675,5.187843,6.25
4.674,-2.582689,1.6802,5.201825,6.25
4.675,-2.581003,1.6854,5.215835,6.25
4.676,-2.579313,1.6906,5.229874,6.25
4.677,-2.577617,1.6958,5.243941,6.25
4.678,-2.575916,1.7011,5.258036,6.25
4.679,-2.574209,1.7063,5.27216,6.25
4.68,-2.572498,1.7116,5.286312,6.25
4.681,-2.570781,1.7169,5.300492,6.25
4.682,-2.569059,1.7222,5.3147,6.25
4.683,-2.567331,1.7275,5.328937,6.25
4.684,-2.565599,1.7328,5.343201,6.25
4.685,-2.56386,1.7382,5.357493,6.25
4.686,-2.562117,1.7435,5.371813,6.25
4.687,-2.560368,1.7489,5.38616,6.25
4.688,-2.558614,1.7543,5.400535,6.25
4.689,-2.556854,1.7597,5.414938,6.25
4.69,-2.555089,1.7651,5.429368,6.25
4.691,-2.553318,1.7705,5.443826,6.25
4.692,-2.551542,1.776,5.458311,6.25
4.693,-2.549761,1.7814,5.472823,6.25
4.694,-2.547974,1.7869,5.487362,6.25
4.695,-2.546182,1.7924,5.501929,6.25
4.696,-2.544384,1.7979,5.516522,6.25
4.697,-2.54258,1.8034,5.531142,6.25
4.698,-2.540772,1.8089,5.545789,6.25
4.699,-2.538957,1.8145,5.560462,6.25
4.7,-2.537137,1.82,5.575163,6.25
4.701,-2.535311,1.8256,5.589889,6.25
4.702,-2.53348,1.8312,5.604642,6.25
4.703,-2.531643,1.8368,5.619422,6.25
4.704,-2.529801,1.8424,5.634227,6.25
4.705,-2.527953,1.8481,5.649059,6.25
4.706,-2.526099,1.8537,5.663916,6.25
4.707,-2.52424,1.8594,5.678799,6.25
4.708,-2.522375,1.8651,5.693708,6.25
4.709,-2.520504,1.8707,5.708643,6.25
4.71,-2.518628,1.8765,5.723603,6.25
4.711,-2.516745,1.8822,5.738589,6.25
4.712,-2.514858,1.8879,5.7536,6.25
4.713,-2.512964,1.8937,5.768636,6.25
4.714,-2.511064,1.8994,5.783697,6.25
4.715,-2.509159,1.9052,5.798782,6.25
4.716,-2.507248,1.911,5.813893,6.25
4.717,-2.505331,1.9168,5.829028,6.25
4.718,-2.503409,1.9227,5.844188,6.25
4.719,-2.50148,1.9285,5.859372,6.25
4.72,-2.499546,1.9344,5.874581,6.25
4.721,-2.497606,1.9402,5.889813,6.25
4.722,-2.495659,1.9461,5.90507,6.25
4.723,-2.493707,1.952,5.92035,6.25
4.724,-2.491749,1.958,5.935654,6.25
4.725,-2.489786,1.9639,5.950982,6.25
4.726,-2.487816,1.9698,5.966333,6.25
4.727,-2.48584,1.9758,5.981707,6.25
4.728,-2.483858,1.9818,5.997104,6.25
4.729,-2.48187,1.9878,6.012524,6.25
4.73,-2.479876,1.9938,6.027967,6.25
4.731,-2.477877,1.9998,6.043433,6.25
4.732,-2.475871,2.0059,6.058921,6.25
4.733,-2.473859,2.0119,6.074431,6.25
4.734,-2.471841,2.018,6.089964,6.25
4.735,-2.469817,2.0241,6.105518,6.25
4.736,-2.467787,2.0302,6.121095,6.25
4.737,-2.46575,2.0363,6.136692,6.25
4.738,-2.463708,2.0425,6.152312,6.25
4.739,-2.461659,2.0486,6.167952,6.25
4.74,-2.459604,2.0548,6.183614,6.25
4.741,-2.457543,2.061,6.199296,6.25
4.742,-2.455476,2.0672,6.215,6.25
4.743,-2.453403,2.0734,6.230723,6.25
4.744,-2.451323,2.0796,6.246468,6.25
4.745,-2.449237,2.0859,6.262232,6.25
4.746,-2.447145,2.0921,6.278016,6.25
4.747,-2.445047,2.0984,6.29382,6.25
4.748,-2.442942,2.1047,6.309644,6.25
4.749,-2.440831,2.111,6.325487,6.25
4.75,-2.438714,2.1173,6.341349,6.25
4.751,-2.43659,2.1237,6.35723,6.25
4.752,-2.43446,2.13,6.37313,6.25
4.753,-2.432324,2.1364,6.389048,6.25
4.754,-2.430181,2.1428,6.404985,6.25
4.755,-2.428032,2.1492,6.420939,6.25
4.756,-2.425876,2.1556,6.436912,6.25
4.757,-2.423714,2.162,6.452902,6.25
4.758,-2.421546,2.1685,6.46891,6.25
4.759,-2.419371,2.175,6.484935,6.25
4.76,-2.417189,2.1815,6.500977,6.25
4.761,-2.415001,2.188,6.517035,6.25
4.762,-2.412807,2.1945,6.53311,6.25
4.763,-2.410606,2.201,6.549202,6.25
4.764,-2.408398,2.2076,6.565309,6.25
4.765,-2.406184,2.2141,6.581432,6.25
4.766,-2.403963,2.2207,6.597571,6.25
4.767,-2.401736,2.2273,6.613725,6.25
4.768,-2.399502,2.2339,6.629894,6.25
4.769,-2.397262,2.2405,6.646077,6.25
4.77,-2.395015,2.2472,6.662276,6.25
4.771,-2.392761,2.2539,6.678488,6.25
4.772,-2.3905,2.2605,6.694714,6.25
4.773,-2.388233,2.2672,6.710954,6.25
4.774,-2.385959,2.2739,6.727208,6.25
4.775,-2.383678,2.2807,6.743474,6.25
4.776,-2.381391,2.2874,6.759754,6.25
4.777,-2.379097,2.2942,6.776046,6.25
4.778,-2.376796,2.3009,6.79235,6.25
4.779,-2.374488,2.3077,6.808667,6.25
4.78,-2.372174,2.3145,6.824995,6.25
4.781,-2.369852,2.3214,6.841334,6.25
4.782,-2.367524,2.3282,6.857685,6.25
4.783,-2.365189,2.3351,6.874046,6.25
4.784,-2.362847,2.3419,6.890418,6.25
4.785,-2.360498,2.3488,6.9068,6.25
4.786,-2.358142,2.3557,6.923193,6.25
4.787,-2.35578,2.3627,6.939594,6.25
4.788,-2.35341,2.3696,6.956005,6.25
4.789,-2.351034,2.3766,6.972425,6.25
4.79,-2.34865,2.3835,6.988853,6.25
4.791,-2.34626,2.3905,7.00529,6.25
4.792,-2.343862,2.3975,7.021735,6.25
4.793,-2.341457,2.4045,7.038187,6.25
4.794,-2.339046,2.4116,7.054647,6.25
4.795,-2.336627,2.4186,7.071114,6.25
4.796,-2.334202,2.4257,7.087587,6.25
4.797,-2.331769,2.4328,7.104066,6.25
4.798,-2.329329,2.4399,7.120552,6.25
4.799,-2.326882,2.447,7.137042,6.25
4.8,-2.324428,2.4542,7.153538,6.25
4.801,-2.321966,2.4613,7.170039,6.25
4.802,-2.319498,2.4685,7.186545,6.25
4.803,-2.317022,2.4757,7.203054,6.25
4.804,-2.314539,2.4829,7.219567,6.25
4.805,-2.312049,2.4901,7.236083,6.25
4.806,-2.309552,2.4973,7.252603,6.25
4.807,-2.307047,2.5046,7.269125,6.25
4.808,-2.304535,2.5118,7.285649,6.25
4.809,-2.302016,2.5191,7.302174,6.25
4.81,-2.29949,2.5264,7.318701,6.25
4.811,-2.296956,2.5338,7.33523,6.25
4.812,-2.294415,2.5411,7.351758,6.25
4.813,-2.291867,2.5484,7.368287,6.25
4.814,-2.289311,2.5558,7.384815,6.25
4.815,-2.286748,2.5632,7.401343,6.25
4.816,-2.284177,2.5706,7.41787,6.25
4.817,-2.281599,2.578,7.434395,6.25
4.818,-2.279014,2.5854,7.450918,6.25
4.819,-2.276421,2.5929,7.467439,6.25
4.82,-2.27382,2.6004,7.483957,6.25
4.821,-2.271212,2.6079,7.500472,6.25
4.822,-2.268597,2.6154,7.516983,6.25
4.823,-2.265974,2.6229,7.533489,6.25
4.824,-2.263344,2.6304,7.549991,6.25
4.825,-2.260706,2.638,7.566488,6.25
4.826,-2.25806,2.6455,7.58298,6.25
4.827,-2.255407,2.6531,7.599465,6.25
4.828,-2.252747,2.6607,7.615944,6.25
4.829,-2.250078,2.6683,7.632416,6.25
4.83,-2.247402,2.6759,7.648881,6.25
4.831,-2.244719,2.6836,7.665337,6.25
4.832,-2.242027,2.6913,7.681785,6.25
4.833,-2.239328,2.6989,7.698224,6.25
4.834,-2.236622,2.7066,7.714654,6.25
4.835,-2.233907,2.7144,7.731074,6.25
4.836,-2.231185,2.7221,7.747483,6.25
4.837,-2.228456,2.7298,7.763882,6.25
4.838,-2.225718,2.7376,7.780269,6.25
4.839,-2.222973,2.7454,7.796644,6.25
4.84,-2.220219,2.7532,7.813006,6.25
4.841,-2.217458,2.761,7.829356,6.25
4.842,-2.21469,2.7688,7.845691,6.25
4.843,-2.211913,2.7767,7.862013,6.25
4.844,-2.209128,2.7845,7.87832,6.25
4.845,-2.206336,2.7924,7.894612,6.25
4.846,-2.203536,2.8003,7.910888,6.25
4.847,-2.200727,2.8082,7.927148,6.25
4.848,-2.197911,2.8161,7.943391,6.25
4.849,-2.195087,2.8241,7.959616,6.25
4.85,-2.192255,2.832,7.975824,6.25
4.851,-2.189415,2.84,7.992013,6.25
4.852,-2.186567,2.848,8.008182,6.25
4.853,-2.183711,2.856,8.024332,6.25
4.854,-2.180847,2.864,8.040462,6.25
4.855,-2.177975,2.8721,8.05657,6.25
4.856,-2.175095,2.8801,8.072657,6.25
4.857,-2.172207,2.8882,8.088722,6.25
4.858,-2.16931,2.8963,8.104764,6.25
4.859,-2.166406,2.9044,8.120783,6.25
4.86,-2.163493,2.9125,8.136778,6.25
4.861,-2.160573,2.9207,8.152748,6.25
4.862,-2.157644,2.9288,8.168693,6.25
4.863,-2.154707,2.937,8.184612,6.25
4.864,-2.151762,2.9452,8.200504,6.25
4.865,-2.148808,2.9534,8.21637,6.25
4.866,-2.145847,2.9616,8.232207,6.25
4.867,-2.142877,2.9698,8.248016,6.25
4.868,-2.139899,2.9781,8.263796,6.25
4.869,-2.136913,2.9863,8.279546,6.25
4.87,-2.133918,2.9946,8.295265,6.25
4.871,-2.130915,3.0029,8.310954,6.25
4.872,-2.127904,3.0112,8.32661,6.25
4.873,-2.124884,3.0195,8.342234,6.25
4.874,-2.121856,3.0279,8.357825,6.25
4.875,-2.11882,3.0362,8.373382,6.25
4.876,-2.115776,3.0446,8.388904,6.25
4.877,-2.112723,3.053,8.404391,6.25
4.878,-2.109661,3.0614,8.419842,6.25
4.879,-2.106591,3.0698,8.435256,6.25
4.88,-2.103513,3.0783,8.450633,6.25
4.881,-2.100426,3.0867,8.465971,6.25
4.882,-2.097331,3.0952,8.481271,6.25
4.883,-2.094228,3.1037,8.496531,6.25
4.884,-2.091115,3.1122,8.511751,6.25
4.885,-2.087995,3.1207,8.526929,6.25
4.886,-2.084866,3.1292,8.542065,6.25
4.887,-2.081728,3.1377,8.557159,6.25
4.888,-2.078581,3.1463,8.57221,6.25
4.889,-2.075427,3.1549,8.587216,6.25
4.89,-2.072263,3.1635,8.602177,6.25
4.891,-2.069091,3.1721,8.617092,6.25
4.892,-2.06591,3.1807,8.631961,6.25
4.893,-2.062721,3.1893,8.646783,6.25
4.894,-2.059523,3.198,8.661556,6.25
4.895,-2.056317,3.2066,8.676281,6.25
4.896,-2.053101,3.2153,8.690956,6.25
4.897,-2.049877,3.224,8.70558,6.25
4.898,-2.046645,3.2327,8.720153,6.25
4.899,-2.043403,3.2414,8.734673,6.25
4.9,-2.040153,3.2501,8.749141,6.25
4.901,-2.036894,3.2589,8.763555,6.25
4.902,-2.033626,3.2677,8.777914,6.25
4.903,-2.03035,3.2764,8.792218,6.25
4.904,-2.027065,3.2852,8.806465,6.25
4.905,-2.023771,3.294,8.820655,6.25
4.906,-2.020468,3.3029,8.834787,6.25
4.907,-2.017156,3.3117,8.84886,6.25
4.908,-2.013836,3.3205,8.862873,6.25
4.909,-2.010506,3.3294,8.876825,6.25
4.91,-2.007168,3.3383,8.890716,6.25
4.911,-2.003821,3.3472,8.904544,6.25
4.912,-2.000465,3.3561,8.918309,6.25
4.913,-1.9971,3.365,8.93201,6.25
4.914,-1.993726,3.3739,8.945645,6.25
4.915,-1.990343,3.3829,8.959215,6.25
4.916,-1.986951,3.3918,8.972717,6.25
4.917,-1.98355,3.4008,8.986152,6.25
4.918,-1.980141,3.4098,8.999517,6.25
4.919,-1.976722,3.4188,9.012813,6.25
4.92,-1.973294,3.4278,9.026038,6.25
4.921,-1.969857,3.4368,9.039192,6.25
4.922,-1.966411,3.4459,9.052273,6.25
4.923,-1.962956,3.4549,9.06528,6.25
4.924,-1.959492,3.464,9.078213,6.25
4.925,-1.956019,3.4731,9.091071,6.25
4.926,-1.952537,3.4821,9.103852,6.25
4.927,-1.949046,3.4913,9.116555,6.25
4.928,-1.945546,3.5004,9.12918,6.25
4.929,-1.942036,3.5095,9.141726,6.25
4.93,-1.938517,3.5186,9.154192,6.25
4.931,-1.93499,3.5278,9.166576,6.25
4.932,-1.931453,3.537,9.178877,6.25
4.933,-1.927907,3.5461,9.191096,6.25
4.934,-1.924351,3.5553,9.20323,6.25
4.935,-1.920787,3.5645,9.215279,6.25
4.936,-1.917213,3.5738,9.227241,6.25
4.937,-1.91363,3.583,9.239116,6.25
4.938,-1.910038,3.5922,9.250902,6.25
4.939,-1.906436,3.6015,9.262599,6.25
4.94,-1.902826,3.6107,9.274206,6.25
4.941,-1.899206,3.62,9.28572,6.25
4.942,-1.895576,3.6293,9.297143,6.25
4.943,-1.891938,3.6386,9.308471,6.25
4.944,-1.88829,3.6479,9.319705,6.25
4.945,-1.884633,3.6572,9.330843,6.25
4.946,-1.880966,3.6665,9.341884,6.25
4.947,-1.87729,3.6759,9.352828,6.25
4.948,-1.873605,3.6852,9.363672,6.25
4.949,-1.86991,3.6946,9.374416,6.25
4.95,-1.866206,3.704,9.385059,6.25
4.951,-1.862493,3.7134,9.3956,6.25
4.952,-1.85877,3.7228,9.406037,6.25
4.953,-1.855038,3.7322,9.41637,6.25
4.954,-1.851296,3.7416,9.426597,6.25
4.955,-1.847545,3.751,9.436717,6.25
4.956,-1.843785,3.7604,9.44673,6.25
4.957,-1.840015,3.7699,9.456634,6.25
4.958,-1.836236,3.7793,9.466427,6.25
4.959,-1.832447,3.7888,9.47611,6.25
4.96,-1.828649,3.7983,9.48568,6.25
4.961,-1.824841,3.8078,9.495137,6.25
4.962,-1.821024,3.8173,9.504479,6.25
4.963,-1.817197,3.8268,9.513705,6.25
4.964,-1.813361,3.8363,9.522815,6.25
4.965,-1.809515,3.8458,9.531806,6.25
4.966,-1.805659,3.8553,9.540678,6.25
4.967,-1.801794,3.8649,9.54943,6.25
4.968,-1.79792,3.8744,9.55806,6.25
4.969,-1.794036,3.884,9.566568,6.25
4.97,-1.790142,3.8936,9.574952,6.25
4.971,-1.786239,3.9031,9.58321,6.25
4.972,-1.782327,3.9127,9.591343,6.25
4.973,-1.778404,3.9223,9.599347,6.25
4.974,-1.774472,3.9319,9.607224,6.25
4.975,-1.770531,3.9415,9.61497,6.25
4.976,-1.76658,3.9511,9.622585,6.25
4.977,-1.762619,3.9608,9.630069,6.25
4.978,-1.758649,3.9704,9.637418,6.25
4.979,-1.754669,3.98,9.644633,6.25
4.98,-1.750679,3.9897,9.651713,6.25
4.981,-1.74668,3.9993,9.658655,6.25
4.982,-1.742671,4.009,9.665459,6.25
4.983,-1.738652,4.0186,9.672123,6.25
4.984,-1.734624,4.0283,9.678647,6.25
4.985,-1.730586,4.038,9.685029,6.25
4.986,-1.726538,4.0477,9.691267,6.25
4.987,-1.722481,4.0574,9.697361,6.25
4.988,-1.718414,4.0671,9.70331,6.25
4.989,-1.714337,4.0768,9.709111,6.25
4.99,-1.71025,4.0865,9.714765,6.25
4.991,-1.706154,4.0962,9.720269,6.25
4.992,-1.702048,4.1059,9.725622,6.25
4.993,-1.697933,4.1156,9.730824,6.25
4.994,-1.693807,4.1254,9.735873,6.25
4.995,-1.689672,4.1351,9.740767,6.25
4.996,-1.685527,4.1448,9.745505,6.25
4.997,-1.681373,4.1546,9.750087,6.25
4.998,-1.677208,4.1643,9.754511,6.25
4.999,-1.673034,4.1741,9.758775,6.25
5.0,-1.66885,4.1839,9.762878,6.25
0.0,0.0524,6.26,-0.5134,6.26
0.001,0.058619,6.2595,-0.574727,6.26
0.002,0.064878,6.2589,-0.636009,6.26
0.003,0.071137,6.2583,-0.697261,6.26
0.004,0.077394,6.2576,-0.758479,6.26
0.005,0.083651,6.2568,-0.819659,6.26
0.006,0.089907,6.256,-0.880799,6.26
0.007,0.096162,6.2551,-0.941897,6.26
0.008,0.102416,6.2542,-1.002948,6.26
0.009,0.108669,6.2532,-1.06395,6.26
0.01,0.114922,6.2521,-1.1249,6.26
0.011,0.121173,6.251,-1.185796,6.26
0.012,0.127422,6.2498,-1.246633,6.26
0.013,0.133671,6.2486,-1.30741,6.26
0.014,0.139918,6.2472,-1.368123,6.26
0.015,0.146164,6.2459,-1.428769,6.26
0.016,0.152408,6.2444,-1.489345,6.26
0.017,0.158651,6.243,-1.549849,6.26
0.018,0.164893,6.2414,-1.610278,6.26
0.019,0.171133,6.2398,-1.670629,6.26
0.02,0.177371,6.2381,-1.730898,6.26
0.021,0.183607,6.2364,-1.791083,6.26
0.022,0.189842,6.2346,-1.851181,6.26
0.023,0.196075,6.2328,-1.91119,6.26
0.024,0.202305,6.2308,-1.971106,6.26
0.025,0.208534,6.2289,-2.030926,6.26
0.026,0.214761,6.2268,-2.090648,6.26
0.027,0.220986,6.2248,-2.150269,6.26
0.028,0.227208,6.2226,-2.209787,6.26
0.029,0.233429,6.2204,-2.269197,6.26
0.03,0.239647,6.2181,-2.328498,6.26
0.031,0.245863,6.2158,-2.387687,6.26
0.032,0.252076,6.2134,-2.446761,6.26
0.033,0.258287,6.211,-2.505718,6.26
0.034,0.264496,6.2085,-2.564554,6.26
0.035,0.270701,6.2059,-2.623267,6.26
0.036,0.276905,6.2033,-2.681854,6.26
0.037,0.283105,6.2006,-2.740312,6.26
0.038,0.289303,6.1978,-2.79864,6.26
0.039,0.295498,6.195,-2.856834,6.26
0.04,0.30169,6.1922,-2.914891,6.26
0.041,0.30788,6.1893,-2.972809,6.26
0.042,0.314066,6.1863,-3.030586,6.26
0.043,0.320249,6.1833,-3.088219,6.26
0.044,0.326429,6.1802,-3.145704,6.26
0.045,0.332606,6.177,-3.203041,6.26
0.046,0.33878,6.1738,-3.260225,6.26
0.047,0.344951,6.1706,-3.317256,6.26
0.048,0.351118,6.1673,-3.374129,6.26
0.049,0.357282,6.1639,-3.430843,6.26
0.05,0.363442,6.1605,-3.487395,6.26
0.051,0.369599,6.157,-3.543783,6.26
0.052,0.375753,6.1534,-3.600004,6.26
0.053,0.381903,6.1498,-3.656057,6.26
0.054,0.388049,6.1462,-3.711937,6.26
0.055,0.394191,6.1425,-3.767644,6.26
0.056,0.40033,6.1387,-3.823175,6.26
0.057,0.406465,6.1349,-3.878527,6.26
0.058,0.412596,6.131,-3.933698,6.26
0.059,0.418723,6.127,-3.988687,6.26
0.06,0.424846,6.1231,-4.043489,6.26
0.061,0.430965,6.119,-4.098105,6.26
0.062,0.43708,6.1149,-4.15253,6.26
0.063,0.443191,6.1108,-4.206763,6.26
0.064,0.449297,6.1066,-4.260802,6.26
0.065,0.455399,6.1023,-4.314645,6.26
0.066,0.461497,6.098,-4.368289,6.26
0.067,0.467591,6.0936,-4.421732,6.26
0.068,0.47368,6.0892,-4.474973,6.26
0.069,0.479765,6.0847,-4.528008,6.26
0.07,0.485845,6.0802,-4.580837,6.26
0.071,0.491921,6.0756,-4.633457,6.26
0.072,0.497992,6.071,-4.685866,6.26
0.073,0.504058,6.0663,-4.738062,6.26
0.074,0.51012,6.0616,-4.790043,6.26
0.075,0.516176,6.0568,-4.841807,6.26
0.076,0.522228,6.0519,-4.893352,6.26
0.077,0.528275,6.047,-4.944677,6.26
0.078,0.534317,6.0421,-4.995779,6.26
0.079,0.540354,6.0371,-5.046656,6.26
0.08,0.546386,6.032,-5.097308,6.26
0.081,0.552413,6.0269,-5.147731,6.26
0.082,0.558435,6.0218,-5.197925,6.26
0.083,0.564452,6.0166,-5.247887,6.26
0.084,0.570463,6.0113,-5.297615,6.26
0.085,0.576469,6.0061,-5.347109,6.26
0.086,0.58247,6.0007,-5.396366,6.26
0.087,0.588465,5.9953,-5.445385,6.26
0.088,0.594455,5.9899,-5.494163,6.26
0.089,0.600439,5.9844,-5.5427,6.26
0.09,0.606418,5.9788,-5.590994,6.26
0.091,0.612392,5.9732,-5.639043,6.26
0.092,0.618359,5.9676,-5.686846,6.26
0.093,0.624321,5.9619,-5.734401,6.26
0.094,0.630277,5.9562,-5.781707,6.26
0.095,0.636228,5.9504,-5.828762,6.26
0.096,0.642172,5.9446,-5.875565,6.26
0.097,0.648111,5.9387,-5.922115,6.26
0.098,0.654044,5.9328,-5.968409,6.26
0.099,0.65997,5.9268,-6.014447,6.26
0.1,0.665891,5.9208,-6.060228,6.26
0.101,0.671806,5.9147,-6.105749,6.26
0.102,0.677715,5.9086,-6.15101,6.26
0.103,0.683617,5.9025,-6.19601,6.26
0.104,0.689513,5.8963,-6.240747,6.26
0.105,0.695403,5.89,-6.28522,6.26
0.106,0.701287,5.8837,-6.329427,6.26
0.107,0.707164,5.8774,-6.373369,6.26
0.108,0.713036,5.871,-6.417043,6.26
0.109,0.7189,5.8646,-6.460448,6.26
0.11,0.724758,5.8582,-6.503584,6.26
0.111,0.73061,5.8517,-6.546449,6.26
0.112,0.736455,5.8451,-6.589042,6.26
0.113,0.742294,5.8385,-6.631363,6.26
0.114,0.748126,5.8319,-6.67341,6.26
0.115,0.753951,5.8252,-6.715182,6.26
0.116,0.759769,5.8185,-6.756678,6.26
0.117,0.765581,5.8117,-6.797898,6.26
0.118,0.771386,5.805,-6.838841,6.26
0.119,0.777184,5.7981,-6.879505,6.26
0.12,0.782975,5.7912,-6.91989,6.26
0.121,0.78876,5.7843,-6.959996,6.26
0.122,0.794537,5.7774,-6.99982,6.26
0.123,0.800307,5.7704,-7.039363,6.26
0.124,0.806071,5.7633,-7.078624,6.26
0.125,0.811827,5.7562,-7.117602,6.26
0.126,0.817576,5.7491,-7.156296,6.26
0.127,0.823318,5.742,-7.194707,6.26
0.128,0.829053,5.7348,-7.232832,6.26
0.129,0.83478,5.7275,-7.270672,6.26
0.13,0.8405,5.7203,-7.308225,6.26
0.131,0.846213,5.713,-7.345492,6.26
0.132,0.851919,5.7056,-7.382472,6.26
0.133,0.857617,5.6982,-7.419164,6.26
0.134,0.863308,5.6908,-7.455568,6.26
0.135,0.868991,5.6834,-7.491683,6.26
0.136,0.874667,5.6759,-7.527509,6.26
0.137,0.880336,5.6683,-7.563046,6.26
0.138,0.885996,5.6608,-7.598292,6.26
0.139,0.89165,5.6532,-7.633249,6.26
0.14,0.897295,5.6455,-7.667914,6.26
0.141,0.902933,5.6379,-7.702289,6.26
0.142,0.908563,5.6302,-7.736373,6.26
0.143,0.914186,5.6224,-7.770164,6.26
0.144,0.9198,5.6147,-7.803665,6.26
0.145,0.925407,5.6069,-7.836873,6.26
0.146,0.931006,5.599,-7.869788,6.26
0.147,0.936597,5.5912,-7.902412,6.26
0.148,0.942181,5.5832,-7.934742,6.26
0.149,0.947756,5.5753,-7.96678,6.26
0.15,0.953323,5.5673,-7.998525,6.26
0.151,0.958883,5.5593,-8.029977,6.26
0.152,0.964434,5.5513,-8.061136,6.26
0.153,0.969977,5.5433,-8.092002,6.26
0.154,0.975512,5.5352,-8.122575,6.26
0.155,0.981039,5.527,-8.152854,6.26
0.156,0.986558,5.5189,-8.18284,6.26
0.157,0.992069,5.5107,-8.212533,6.26
0.158,0.997571,5.5025,-8.241934,6.26
0.159,1.003066,5.4943,-8.271041,6.26
0.16,1.008552,5.486,-8.299855,6.26
0.161,1.014029,5.4777,-8.328376,6.26
0.162,1.019499,5.4694,-8.356605,6.26
0.163,1.02496,5.461,-8.384541,6.26
0.164,1.030412,5.4526,-8.412185,6.26
0.165,1.035856,5.4442,-8.439536,6.26
0.166,1.041292,5.4358,-8.466596,6.26
0.167,1.04672,5.4273,-8.493364,6.26
0.168,1.052138,5.4188,-8.51984,6.26
0.169,1.057549,5.4103,-8.546025,6.26
0.17,1.06295,5.4017,-8.571919,6.26
0.171,1.068344,5.3932,-8.597523,6.26
0.172,1.073728,5.3846,-8.622836,6.26
